times;sens;TSL_mean;RSL_mean;Rgage;freq;length;cfakr;cfbkr;link;gage;dist;code;company
2021-05-22 06:10:00;"523 A-B";8;-37.9;0;18;0.41;0.0781;1.0654;"10G_MPR_NDOGBONG_2 - MPR_NDOGBONG-SEVEN";"Meteo_IUT";0.511151215072792;523;"Orange"
2021-05-22 06:25:00;"523 A-B";8;-37.9;0;18;0.41;0.0781;1.0654;"10G_MPR_NDOGBONG_2 - MPR_NDOGBONG-SEVEN";"Meteo_IUT";0.511151215072792;523;"Orange"
2021-05-22 06:40:00;"523 A-B";8;-37.9;0;18;0.41;0.0781;1.0654;"10G_MPR_NDOGBONG_2 - MPR_NDOGBONG-SEVEN";"Meteo_IUT";0.511151215072792;523;"Orange"
2021-05-22 06:55:00;"523 A-B";8;-37.9;0;18;0.41;0.0781;1.0654;"10G_MPR_NDOGBONG_2 - MPR_NDOGBONG-SEVEN";"Meteo_IUT";0.511151215072792;523;"Orange"
2021-05-22 07:10:00;"523 A-B";8;-38;0;18;0.41;0.0781;1.0654;"10G_MPR_NDOGBONG_2 - MPR_NDOGBONG-SEVEN";"Meteo_IUT";0.511151215072792;523;"Orange"
2021-05-22 07:25:00;"523 A-B";8;-37.9;0;18;0.41;0.0781;1.0654;"10G_MPR_NDOGBONG_2 - MPR_NDOGBONG-SEVEN";"Meteo_IUT";0.511151215072792;523;"Orange"
2021-05-22 07:40:00;"523 A-B";8;-37.9;0;18;0.41;0.0781;1.0654;"10G_MPR_NDOGBONG_2 - MPR_NDOGBONG-SEVEN";"Meteo_IUT";0.511151215072792;523;"Orange"
2021-05-22 07:55:00;"523 A-B";8;-37.9;0;18;0.41;0.0781;1.0654;"10G_MPR_NDOGBONG_2 - MPR_NDOGBONG-SEVEN";"Meteo_IUT";0.511151215072792;523;"Orange"
2021-05-22 08:10:00;"523 A-B";8;-37.9;0;18;0.41;0.0781;1.0654;"10G_MPR_NDOGBONG_2 - MPR_NDOGBONG-SEVEN";"Meteo_IUT";0.511151215072792;523;"Orange"
2021-05-22 08:25:00;"523 A-B";8;-37.9;0;18;0.41;0.0781;1.0654;"10G_MPR_NDOGBONG_2 - MPR_NDOGBONG-SEVEN";"Meteo_IUT";0.511151215072792;523;"Orange"
2021-05-22 08:40:00;"523 A-B";8;-38;0;18;0.41;0.0781;1.0654;"10G_MPR_NDOGBONG_2 - MPR_NDOGBONG-SEVEN";"Meteo_IUT";0.511151215072792;523;"Orange"
2021-05-22 08:55:00;"523 A-B";8;-38;0;18;0.41;0.0781;1.0654;"10G_MPR_NDOGBONG_2 - MPR_NDOGBONG-SEVEN";"Meteo_IUT";0.511151215072792;523;"Orange"
2021-05-22 09:10:00;"523 A-B";8;-38;0;18;0.41;0.0781;1.0654;"10G_MPR_NDOGBONG_2 - MPR_NDOGBONG-SEVEN";"Meteo_IUT";0.511151215072792;523;"Orange"
2021-05-22 09:25:00;"523 A-B";8;-38;0;18;0.41;0.0781;1.0654;"10G_MPR_NDOGBONG_2 - MPR_NDOGBONG-SEVEN";"Meteo_IUT";0.511151215072792;523;"Orange"
2021-05-22 09:40:00;"523 A-B";8;-38;0;18;0.41;0.0781;1.0654;"10G_MPR_NDOGBONG_2 - MPR_NDOGBONG-SEVEN";"Meteo_IUT";0.511151215072792;523;"Orange"
2021-05-22 09:55:00;"523 A-B";8;-38;0;18;0.41;0.0781;1.0654;"10G_MPR_NDOGBONG_2 - MPR_NDOGBONG-SEVEN";"Meteo_IUT";0.511151215072792;523;"Orange"
2021-05-22 10:10:00;"523 A-B";8;-38;0;18;0.41;0.0781;1.0654;"10G_MPR_NDOGBONG_2 - MPR_NDOGBONG-SEVEN";"Meteo_IUT";0.511151215072792;523;"Orange"
2021-05-22 10:25:00;"523 A-B";8;-38;0;18;0.41;0.0781;1.0654;"10G_MPR_NDOGBONG_2 - MPR_NDOGBONG-SEVEN";"Meteo_IUT";0.511151215072792;523;"Orange"
2021-05-22 10:40:00;"523 A-B";NA;NA;0;18;0.41;0.0781;1.0654;"10G_MPR_NDOGBONG_2 - MPR_NDOGBONG-SEVEN";"Meteo_IUT";0.511151215072792;523;"Orange"
2021-05-22 10:55:00;"523 A-B";8;-37.9;0;18;0.41;0.0781;1.0654;"10G_MPR_NDOGBONG_2 - MPR_NDOGBONG-SEVEN";"Meteo_IUT";0.511151215072792;523;"Orange"
2021-05-22 11:10:00;"523 A-B";8;-37.9;0;18;0.41;0.0781;1.0654;"10G_MPR_NDOGBONG_2 - MPR_NDOGBONG-SEVEN";"Meteo_IUT";0.511151215072792;523;"Orange"
2021-05-22 11:25:00;"523 A-B";8;-37.9;0;18;0.41;0.0781;1.0654;"10G_MPR_NDOGBONG_2 - MPR_NDOGBONG-SEVEN";"Meteo_IUT";0.511151215072792;523;"Orange"
2021-05-22 11:40:00;"523 A-B";8;-37.9;0;18;0.41;0.0781;1.0654;"10G_MPR_NDOGBONG_2 - MPR_NDOGBONG-SEVEN";"Meteo_IUT";0.511151215072792;523;"Orange"
2021-05-22 11:55:00;"523 A-B";8;-37.9;0;18;0.41;0.0781;1.0654;"10G_MPR_NDOGBONG_2 - MPR_NDOGBONG-SEVEN";"Meteo_IUT";0.511151215072792;523;"Orange"
2021-05-22 12:10:00;"523 A-B";8;-37.9;0;18;0.41;0.0781;1.0654;"10G_MPR_NDOGBONG_2 - MPR_NDOGBONG-SEVEN";"Meteo_IUT";0.511151215072792;523;"Orange"
2021-05-22 12:25:00;"523 A-B";8;-37.9;0;18;0.41;0.0781;1.0654;"10G_MPR_NDOGBONG_2 - MPR_NDOGBONG-SEVEN";"Meteo_IUT";0.511151215072792;523;"Orange"
2021-05-22 12:40:00;"523 A-B";8;-37.9;0;18;0.41;0.0781;1.0654;"10G_MPR_NDOGBONG_2 - MPR_NDOGBONG-SEVEN";"Meteo_IUT";0.511151215072792;523;"Orange"
2021-05-22 12:55:00;"523 A-B";8;-37.9;0;18;0.41;0.0781;1.0654;"10G_MPR_NDOGBONG_2 - MPR_NDOGBONG-SEVEN";"Meteo_IUT";0.511151215072792;523;"Orange"
2021-05-22 13:10:00;"523 A-B";8;-37.9;0;18;0.41;0.0781;1.0654;"10G_MPR_NDOGBONG_2 - MPR_NDOGBONG-SEVEN";"Meteo_IUT";0.511151215072792;523;"Orange"
2021-05-22 13:25:00;"523 A-B";8;-37.9;0;18;0.41;0.0781;1.0654;"10G_MPR_NDOGBONG_2 - MPR_NDOGBONG-SEVEN";"Meteo_IUT";0.511151215072792;523;"Orange"
2021-05-22 13:40:00;"523 A-B";8;-37.9;0;18;0.41;0.0781;1.0654;"10G_MPR_NDOGBONG_2 - MPR_NDOGBONG-SEVEN";"Meteo_IUT";0.511151215072792;523;"Orange"
2021-05-22 13:55:00;"523 A-B";8;-37.9;0;18;0.41;0.0781;1.0654;"10G_MPR_NDOGBONG_2 - MPR_NDOGBONG-SEVEN";"Meteo_IUT";0.511151215072792;523;"Orange"
2021-05-22 14:10:00;"523 A-B";8;-37.8;0;18;0.41;0.0781;1.0654;"10G_MPR_NDOGBONG_2 - MPR_NDOGBONG-SEVEN";"Meteo_IUT";0.511151215072792;523;"Orange"
2021-05-22 14:25:00;"523 A-B";8;-37.8;0;18;0.41;0.0781;1.0654;"10G_MPR_NDOGBONG_2 - MPR_NDOGBONG-SEVEN";"Meteo_IUT";0.511151215072792;523;"Orange"
2021-05-22 14:40:00;"523 A-B";8;-37.8;0;18;0.41;0.0781;1.0654;"10G_MPR_NDOGBONG_2 - MPR_NDOGBONG-SEVEN";"Meteo_IUT";0.511151215072792;523;"Orange"
2021-05-22 14:55:00;"523 A-B";8;-37.8;0;18;0.41;0.0781;1.0654;"10G_MPR_NDOGBONG_2 - MPR_NDOGBONG-SEVEN";"Meteo_IUT";0.511151215072792;523;"Orange"
2021-05-22 15:10:00;"523 A-B";8;-37.9;0;18;0.41;0.0781;1.0654;"10G_MPR_NDOGBONG_2 - MPR_NDOGBONG-SEVEN";"Meteo_IUT";0.511151215072792;523;"Orange"
2021-05-22 15:25:00;"523 A-B";8;-37.9;0;18;0.41;0.0781;1.0654;"10G_MPR_NDOGBONG_2 - MPR_NDOGBONG-SEVEN";"Meteo_IUT";0.511151215072792;523;"Orange"
2021-05-22 15:40:00;"523 A-B";8;-37.9;0;18;0.41;0.0781;1.0654;"10G_MPR_NDOGBONG_2 - MPR_NDOGBONG-SEVEN";"Meteo_IUT";0.511151215072792;523;"Orange"
2021-05-22 15:55:00;"523 A-B";8;-37.9;0;18;0.41;0.0781;1.0654;"10G_MPR_NDOGBONG_2 - MPR_NDOGBONG-SEVEN";"Meteo_IUT";0.511151215072792;523;"Orange"
2021-05-22 16:10:00;"523 A-B";8;-38;0;18;0.41;0.0781;1.0654;"10G_MPR_NDOGBONG_2 - MPR_NDOGBONG-SEVEN";"Meteo_IUT";0.511151215072792;523;"Orange"
2021-05-22 16:25:00;"523 A-B";8;-38;0;18;0.41;0.0781;1.0654;"10G_MPR_NDOGBONG_2 - MPR_NDOGBONG-SEVEN";"Meteo_IUT";0.511151215072792;523;"Orange"
2021-05-22 16:40:00;"523 A-B";8;-38;0;18;0.41;0.0781;1.0654;"10G_MPR_NDOGBONG_2 - MPR_NDOGBONG-SEVEN";"Meteo_IUT";0.511151215072792;523;"Orange"
2021-05-22 16:55:00;"523 A-B";8;-38;0;18;0.41;0.0781;1.0654;"10G_MPR_NDOGBONG_2 - MPR_NDOGBONG-SEVEN";"Meteo_IUT";0.511151215072792;523;"Orange"
2021-05-22 17:10:00;"523 A-B";8;-38;0;18;0.41;0.0781;1.0654;"10G_MPR_NDOGBONG_2 - MPR_NDOGBONG-SEVEN";"Meteo_IUT";0.511151215072792;523;"Orange"
2021-05-22 17:25:00;"523 A-B";8;-38;0;18;0.41;0.0781;1.0654;"10G_MPR_NDOGBONG_2 - MPR_NDOGBONG-SEVEN";"Meteo_IUT";0.511151215072792;523;"Orange"
2021-05-22 17:40:00;"523 A-B";NA;NA;0;18;0.41;0.0781;1.0654;"10G_MPR_NDOGBONG_2 - MPR_NDOGBONG-SEVEN";"Meteo_IUT";0.511151215072792;523;"Orange"
2021-05-22 17:55:00;"523 A-B";NA;NA;0;18;0.41;0.0781;1.0654;"10G_MPR_NDOGBONG_2 - MPR_NDOGBONG-SEVEN";"Meteo_IUT";0.511151215072792;523;"Orange"
2021-05-22 18:10:00;"523 A-B";NA;NA;7.2;18;0.41;0.0781;1.0654;"10G_MPR_NDOGBONG_2 - MPR_NDOGBONG-SEVEN";"Meteo_IUT";0.511151215072792;523;"Orange"
2021-05-22 18:25:00;"523 A-B";NA;NA;5.6;18;0.41;0.0781;1.0654;"10G_MPR_NDOGBONG_2 - MPR_NDOGBONG-SEVEN";"Meteo_IUT";0.511151215072792;523;"Orange"
2021-05-22 18:40:00;"523 A-B";NA;NA;4;18;0.41;0.0781;1.0654;"10G_MPR_NDOGBONG_2 - MPR_NDOGBONG-SEVEN";"Meteo_IUT";0.511151215072792;523;"Orange"
2021-05-22 18:55:00;"523 A-B";NA;NA;1.6;18;0.41;0.0781;1.0654;"10G_MPR_NDOGBONG_2 - MPR_NDOGBONG-SEVEN";"Meteo_IUT";0.511151215072792;523;"Orange"
2021-05-22 19:10:00;"523 A-B";NA;NA;1.6;18;0.41;0.0781;1.0654;"10G_MPR_NDOGBONG_2 - MPR_NDOGBONG-SEVEN";"Meteo_IUT";0.511151215072792;523;"Orange"
2021-05-22 19:25:00;"523 A-B";NA;NA;0.8;18;0.41;0.0781;1.0654;"10G_MPR_NDOGBONG_2 - MPR_NDOGBONG-SEVEN";"Meteo_IUT";0.511151215072792;523;"Orange"
2021-05-22 19:40:00;"523 A-B";NA;NA;0;18;0.41;0.0781;1.0654;"10G_MPR_NDOGBONG_2 - MPR_NDOGBONG-SEVEN";"Meteo_IUT";0.511151215072792;523;"Orange"
2021-05-22 19:55:00;"523 A-B";NA;NA;0;18;0.41;0.0781;1.0654;"10G_MPR_NDOGBONG_2 - MPR_NDOGBONG-SEVEN";"Meteo_IUT";0.511151215072792;523;"Orange"
2021-05-22 20:10:00;"523 A-B";NA;NA;0;18;0.41;0.0781;1.0654;"10G_MPR_NDOGBONG_2 - MPR_NDOGBONG-SEVEN";"Meteo_IUT";0.511151215072792;523;"Orange"
2021-05-22 20:25:00;"523 A-B";NA;NA;0;18;0.41;0.0781;1.0654;"10G_MPR_NDOGBONG_2 - MPR_NDOGBONG-SEVEN";"Meteo_IUT";0.511151215072792;523;"Orange"
2021-05-22 20:40:00;"523 A-B";NA;NA;0;18;0.41;0.0781;1.0654;"10G_MPR_NDOGBONG_2 - MPR_NDOGBONG-SEVEN";"Meteo_IUT";0.511151215072792;523;"Orange"
2021-05-22 20:55:00;"523 A-B";NA;NA;0;18;0.41;0.0781;1.0654;"10G_MPR_NDOGBONG_2 - MPR_NDOGBONG-SEVEN";"Meteo_IUT";0.511151215072792;523;"Orange"
2021-05-22 21:10:00;"523 A-B";8;-38.3;0;18;0.41;0.0781;1.0654;"10G_MPR_NDOGBONG_2 - MPR_NDOGBONG-SEVEN";"Meteo_IUT";0.511151215072792;523;"Orange"
2021-05-22 21:25:00;"523 A-B";8;-38;0;18;0.41;0.0781;1.0654;"10G_MPR_NDOGBONG_2 - MPR_NDOGBONG-SEVEN";"Meteo_IUT";0.511151215072792;523;"Orange"
2021-05-22 21:40:00;"523 A-B";8;-38;0;18;0.41;0.0781;1.0654;"10G_MPR_NDOGBONG_2 - MPR_NDOGBONG-SEVEN";"Meteo_IUT";0.511151215072792;523;"Orange"
2021-05-22 21:55:00;"523 A-B";8;-38;0;18;0.41;0.0781;1.0654;"10G_MPR_NDOGBONG_2 - MPR_NDOGBONG-SEVEN";"Meteo_IUT";0.511151215072792;523;"Orange"
2021-05-22 22:10:00;"523 A-B";8;-37.9;0;18;0.41;0.0781;1.0654;"10G_MPR_NDOGBONG_2 - MPR_NDOGBONG-SEVEN";"Meteo_IUT";0.511151215072792;523;"Orange"
2021-05-22 22:25:00;"523 A-B";8;-38;0;18;0.41;0.0781;1.0654;"10G_MPR_NDOGBONG_2 - MPR_NDOGBONG-SEVEN";"Meteo_IUT";0.511151215072792;523;"Orange"
2021-05-22 22:40:00;"523 A-B";8;-38;0;18;0.41;0.0781;1.0654;"10G_MPR_NDOGBONG_2 - MPR_NDOGBONG-SEVEN";"Meteo_IUT";0.511151215072792;523;"Orange"
2021-05-22 22:55:00;"523 A-B";8;-38;0;18;0.41;0.0781;1.0654;"10G_MPR_NDOGBONG_2 - MPR_NDOGBONG-SEVEN";"Meteo_IUT";0.511151215072792;523;"Orange"
2021-05-22 23:10:00;"523 A-B";8;-38;0;18;0.41;0.0781;1.0654;"10G_MPR_NDOGBONG_2 - MPR_NDOGBONG-SEVEN";"Meteo_IUT";0.511151215072792;523;"Orange"
2021-05-22 23:25:00;"523 A-B";8;-38;0;18;0.41;0.0781;1.0654;"10G_MPR_NDOGBONG_2 - MPR_NDOGBONG-SEVEN";"Meteo_IUT";0.511151215072792;523;"Orange"
2021-05-22 23:40:00;"523 A-B";8;-37.9;0;18;0.41;0.0781;1.0654;"10G_MPR_NDOGBONG_2 - MPR_NDOGBONG-SEVEN";"Meteo_IUT";0.511151215072792;523;"Orange"
2021-05-22 23:55:00;"523 A-B";8;-37.9;0;18;0.41;0.0781;1.0654;"10G_MPR_NDOGBONG_2 - MPR_NDOGBONG-SEVEN";"Meteo_IUT";0.511151215072792;523;"Orange"
